Manufacturer,Year,Sales,Avg_Price,Customer_Satisfaction
Mercedes,2016,359400,15610,3.266827245548156
Volkswagen,2022,227427,66315,4.846431770788235
Land Rover,2014,187748,93758,4.418924607745832
Subaru,2019,128557,63071,3.231206945341874
Land Rover,2019,45207,76669,3.9434317211457497
Subaru,2010,187474,39241,4.314353871689933
Porsche,2021,46533,92897,4.62285978536451
Lexus,2013,256221,98093,3.205414601359279
Fiat,2020,267697,29143,3.6387649731249514
Land Rover,2011,103415,84662,4.504952784424663
BMW,2019,194009,74778,4.52793959353345
Nissan,2016,122022,82659,3.5855796295558227
Hyundai,2020,237212,71160,3.051408445652698
Tesla,2021,173410,46583,3.1651065724644125
Chevrolet,2022,376790,88134,3.469927146838585
BMW,2015,380326,69199,3.474624018202902
Honda,2010,290942,75147,3.86725385491696
Ford,2010,72942,47860,4.822562674851234
Hyundai,2020,458339,76333,4.718148032179794
Chevrolet,2012,404526,78798,3.0049772784698807
Ford,2012,288905,34679,3.48709521371579
Porsche,2017,321082,25974,3.984496202074726
Mercedes,2020,192087,64643,4.032382933390505
Audi,2018,394333,26805,4.043385260380515
Fiat,2011,496968,66907,3.0057866369934745
Subaru,2010,17817,18033,4.037359557382617
Fiat,2021,29731,15011,4.542027225596547
Jaguar,2013,294681,39836,3.846988825131618
Mercedes,2017,65965,83368,3.370280663947895
Porsche,2020,288130,17345,4.253539511739152
Ford,2015,338743,31659,3.27296959980948
Mazda,2022,79118,81867,3.8670691889088626
Audi,2020,208096,28720,4.946708225585979
Kia,2022,499244,43946,3.237805320837642
Ford,2017,427255,34188,3.1912125682784156
Toyota,2012,150047,19273,4.485577950455331
Audi,2016,103630,23732,4.775143689975519
Volkswagen,2011,207020,70020,3.113964907020905
Subaru,2013,219896,34780,4.177248279854629
Tesla,2020,404510,63070,3.662103387174879
Subaru,2014,413763,27710,4.5387890474535135
Chevrolet,2017,377848,55636,4.164931461301754
Volvo,2010,63172,97803,4.411743713535066
Ford,2010,394570,41738,3.679890929450708
Volvo,2022,69665,39688,3.928309706010418
BMW,2021,62385,96301,3.861999578304859
Nissan,2014,457986,87873,3.4982413991395997
Mercedes,2014,226722,73092,4.054587557719108
Hyundai,2020,337294,67096,4.3646491572159825
Chevrolet,2016,28202,84030,4.261261211965942
Hyundai,2021,177319,21929,4.731954634085889
Porsche,2010,14937,65175,4.04564198804137
Chevrolet,2018,295214,26476,4.350137353373976
Lexus,2016,384312,67369,4.727486571881933
Mercedes,2020,359124,80202,3.0374580980515824
Audi,2013,89527,27669,4.236789090515105
Volkswagen,2015,356883,83525,3.9460950089230913
Nissan,2015,176885,86729,3.9810866171432737
Kia,2013,324883,79156,4.562052820616483
Subaru,2017,287042,56001,4.929572305900074
Land Rover,2012,187342,62851,4.466642137563837
Honda,2018,250713,28893,3.7349035210267623
Toyota,2017,277450,80461,4.930402586755412
Subaru,2016,413925,29914,4.857955192973802
Volvo,2017,336834,20009,3.4440096705049545
Tesla,2011,479380,54900,3.3915198084668403
Nissan,2018,357287,79140,3.9673554330447764
Mazda,2016,416689,78634,4.629810994009945
Land Rover,2019,342426,45384,3.9271532544773438
Subaru,2018,177451,88537,4.809383616091407
Kia,2015,375559,59338,4.224520681753469
Kia,2016,83379,41805,3.780155293161861
Land Rover,2011,114618,43836,3.9211105909474924
Ford,2012,487767,45762,4.854665681656723
Toyota,2017,87804,40790,4.509514156269303
Volkswagen,2020,35191,52426,4.342990510583181
Volkswagen,2021,216321,79322,3.922779000938207
Kia,2021,140579,25086,4.399979342494818
Volvo,2011,429838,64271,4.225366206109498
Volkswagen,2012,433389,96791,3.1100484711426666
Jaguar,2013,264803,66081,4.385430285388597
Toyota,2022,233862,69877,3.8805674272799644
Volkswagen,2019,494846,53733,3.5206771677980178
Tesla,2015,128241,71584,3.4075325190639996
Chevrolet,2011,46779,16365,3.9319497165568222
Audi,2021,459462,67476,3.1659511887807557
Nissan,2018,129137,58908,3.5825935159561704
Lexus,2020,161055,71026,3.1930651110237878
Kia,2012,91726,64113,3.7004060805592163
Volvo,2017,474506,17213,4.471764183814718
Subaru,2017,15544,36137,3.1931016639621443
Ford,2020,336732,90173,4.3029197161398365
Toyota,2021,287882,94075,4.955693291490068
Mazda,2020,441271,58779,3.605552154672501
Nissan,2010,400470,57342,4.181889734663423
Toyota,2021,252784,72996,3.727786910670714
Nissan,2014,332976,63056,3.3359639922817745
Honda,2012,121133,82062,4.105834705612892
Land Rover,2016,217815,87904,3.420413654104691
Honda,2020,398015,53374,3.725423801736567
BMW,2014,139664,72237,4.436574976323819
Volvo,2010,468673,83696,3.208448172377314
Subaru,2014,271638,51119,4.294845797917265
Volkswagen,2014,175446,47839,4.437124625969652
Porsche,2010,403922,30660,3.1880883590022107
Volvo,2019,51113,64181,4.1809830676468955
Porsche,2012,262547,44362,4.373314772068333
Volkswagen,2022,321118,27917,4.300007160527519
Lexus,2017,94357,38915,4.993559048418719
Volvo,2022,108904,89706,4.804198238303373
Land Rover,2019,402557,87934,3.613564212384121
Mazda,2011,60377,62645,4.279978450071483
Jaguar,2015,99271,68792,4.034548579532829
Volvo,2012,358877,93601,4.656552788357326
Audi,2016,266589,99142,3.131153026590482
Kia,2021,364478,84802,3.250981836246643
Kia,2015,219350,31059,3.468901015522581
Lexus,2012,135077,35394,4.771240528509491
Volkswagen,2013,316989,37805,4.727505700140169
Volvo,2010,396772,26660,4.824231263845634
Ford,2022,188225,74127,4.279807674061768
Honda,2021,172407,87545,3.891449969583719
Toyota,2017,53518,98394,3.424738456265313
Audi,2019,22370,28847,3.3156580448982798
Volvo,2010,131271,73367,4.641022515517243
Kia,2018,133941,87402,4.175548980337851
Jaguar,2015,118460,61228,4.308678625922781
Honda,2021,144438,67063,3.8513549619811425
Hyundai,2015,21740,71286,3.3779292850707643
Kia,2013,215979,70983,4.00341706095623
Audi,2017,280772,90998,4.682841383882667
Toyota,2019,104380,41314,3.8027307766265306
Ford,2022,215414,33015,4.057627167669395
Toyota,2011,478818,62518,3.638430924156862
Nissan,2015,445569,26662,3.8747014099264554
Porsche,2013,222306,71404,3.1291179003138114
Toyota,2013,397839,33325,4.000220742915645
Kia,2010,148126,70100,3.5064654704361597
Mercedes,2019,430656,32054,3.641021066263602
Tesla,2020,132550,96273,4.6755551849311265
Hyundai,2015,398288,28544,3.421603805857971
Fiat,2012,349971,58489,3.52456935230623
Chevrolet,2010,19353,61403,4.996303776110003
Mazda,2015,397264,63669,4.008628744066345
Nissan,2022,319419,81719,4.099064914378449
Toyota,2018,388960,20387,4.839624096420478
Kia,2021,379851,65200,3.2147884312948998
Subaru,2011,454002,75949,4.721164452091559
Land Rover,2017,377764,40910,3.1452429479579247
BMW,2019,464614,69383,3.8072502570222424
Kia,2019,394263,90891,3.5918886498278164
Audi,2022,446715,69016,3.787071755239034
Jaguar,2016,334965,62993,4.008249831075725
Mercedes,2018,376515,64990,4.376735323038452
Subaru,2014,143281,79099,3.6319319483614376
Hyundai,2013,31008,75675,4.5775417976315085
Land Rover,2011,218859,35529,3.032477983898663
Hyundai,2022,81211,71209,3.438716883565161
Hyundai,2010,312177,53365,4.732254923219367
Volvo,2018,21989,48727,4.824210953566444
Toyota,2011,176403,48231,4.8677667396105235
BMW,2016,376535,82149,4.088779823747707
Volvo,2014,51699,38746,4.986944552515258
BMW,2011,209818,90505,4.341570563196168
BMW,2012,326783,35937,4.2159320970814145
Porsche,2019,494725,36940,4.700668398944567
Tesla,2021,285801,98034,4.786133127167231
Kia,2021,17109,89323,3.09145402073918
Subaru,2017,292987,15661,4.287588732657655
Audi,2013,231445,64647,4.477713869765822
Ford,2018,342743,69603,4.029659563116043
Honda,2017,439114,95991,4.505135444613178
Mazda,2010,28044,30712,3.6449608121200927
Volvo,2014,288785,45711,4.543512728453997
Volkswagen,2012,336296,55780,4.0987821659466
Volvo,2015,457592,36001,3.4517159256113734
Kia,2017,119950,81280,3.324260278293491
Subaru,2018,329698,84600,3.2736688225651913
Audi,2022,14214,74500,3.9723446122573423
Hyundai,2020,238745,25007,4.405873648101703
Nissan,2018,59349,55399,4.535018494193634
BMW,2010,57197,37680,3.4136631621302906
Volvo,2015,396205,18341,4.138358496095888
Toyota,2022,110866,96132,3.767607649890118
BMW,2013,229306,86949,4.085366519769442
Ford,2016,132887,98499,4.797374454554813
Porsche,2018,307424,70257,3.1822645028386
Jaguar,2011,298889,44443,4.274592352599017
Jaguar,2022,367976,74024,4.956768928917446
Audi,2016,341769,40194,4.146942135529995
Porsche,2014,131778,66996,3.4758778600012192
Audi,2018,461256,95283,4.450208338428539
BMW,2016,230541,85498,3.67602437542761
Lexus,2016,103841,78636,4.499072370704111
Fiat,2011,12420,26218,3.408649322874055
Volkswagen,2011,75370,62054,3.818110762625251
Hyundai,2020,210298,60231,4.303871322637117
Ford,2011,194034,48246,3.2286151077687126
Hyundai,2013,243118,21646,4.323775839102648
Jaguar,2022,188650,95759,4.104927989953744
Mercedes,2021,173969,56897,3.9185274375693693
Audi,2015,261065,84024,4.864279262831675
Nissan,2011,254816,29272,4.278345126875325
Jaguar,2011,89904,54260,4.993838000141588
Volkswagen,2020,276083,96242,3.210786614939574
Ford,2022,252021,27034,3.315351866881077
Porsche,2018,401180,54735,3.2626850516700796
Porsche,2020,228857,44496,4.161413740014083
Volvo,2014,279996,81800,3.8961289683190277
Mazda,2022,225296,42739,3.3161910742371097
Volvo,2010,497711,40814,3.691169585768245
Porsche,2010,179160,58292,4.542660730720273
Volvo,2021,391288,38738,4.014016857922578
Chevrolet,2022,240230,50618,3.8934036758884005
Honda,2018,494905,40322,3.7925667121349242
Mercedes,2010,90615,39725,3.496250058084538
Honda,2011,377417,36716,4.18268126663336
Subaru,2020,36965,97593,3.503068744782756
Mazda,2022,218417,18067,3.718548823952124
Jaguar,2021,472105,38165,3.4195355926155706
Mercedes,2014,481763,62602,3.2592380396898255
Toyota,2016,485330,94532,3.8940111173527345
Volkswagen,2015,294442,45556,3.3876898613031177
Mercedes,2012,23746,48428,4.578379377741281
Kia,2019,383269,23488,4.4577815450644165
Mazda,2019,415257,28142,4.309857013205633
BMW,2020,276010,28029,4.19832133413585
Ford,2011,275084,29105,4.8389845570308
Chevrolet,2022,294933,28218,3.4434897743258857
Mercedes,2020,87507,49729,3.344786888427313
Chevrolet,2017,266485,18658,4.6754259239199545
Land Rover,2015,127131,40808,3.5442569421483374
BMW,2022,266304,74151,4.745248304044495
Subaru,2020,179964,60205,4.810794628129831
Lexus,2011,498173,95110,4.267166070767604
Audi,2017,498860,89188,4.889748126522041
Hyundai,2020,103904,61536,4.736788225741551
Nissan,2015,156391,18604,4.908999079461466
Mercedes,2010,71719,80415,4.495635461920497
Hyundai,2021,40733,24757,3.5150799420642143
Lexus,2020,132851,64920,3.5629743543619115
Nissan,2011,91193,90462,3.5906507001357113
BMW,2020,362446,20993,3.3252805727441888
Nissan,2019,394437,84638,3.4913335201191655
Fiat,2021,114932,40956,3.396757741428583
Audi,2017,354865,68696,3.8410674414565706
Nissan,2010,14140,98472,4.926514972800996
Kia,2016,260430,73774,4.801683465569675
Land Rover,2021,213636,22150,3.8503945137092286
Audi,2020,91478,72130,3.6018384439984095
Volvo,2012,338530,64591,3.3479345375776246
Porsche,2013,104535,74009,3.270364204173452
Nissan,2019,159000,45238,3.932149683069949
Mercedes,2014,339130,86384,3.990795216293723
Ford,2010,140171,87820,4.759154948068654
Kia,2010,217221,96470,3.2781506760414265
Volkswagen,2022,458679,63734,3.330715954818573
Mazda,2019,450458,89295,4.784708741880269
Audi,2019,332631,97228,3.350670854968549
Lexus,2020,124048,19732,3.5492327956692282
Mercedes,2012,304783,72067,4.10378078102284
Porsche,2011,280184,92895,3.814755466106493
Mercedes,2019,318894,58015,4.422127616802254
Porsche,2021,27072,60955,4.409983767502751
Jaguar,2012,38478,77159,4.118953190220609
Chevrolet,2010,327717,59830,4.095269564209229
Toyota,2019,454385,51146,4.832746118390315
Ford,2018,477995,78607,3.4097732051228404
Mercedes,2010,24350,49045,3.3713105265368615
Ford,2018,83203,15013,3.7376972394454953
Fiat,2018,321299,47407,3.815003962466035
Ford,2017,443914,73946,3.2508305045436594
Jaguar,2015,299262,41218,3.0850951385412713
Ford,2020,465760,46498,4.927245221055153
Nissan,2011,368574,74039,4.830269515436865
Lexus,2012,494315,34343,3.2540517942742806
Hyundai,2021,290068,72049,3.0045665508049373
Subaru,2012,228655,78894,4.758395270479438
Mercedes,2016,256973,56573,3.2629157842326197
Chevrolet,2011,325530,88039,3.706750583234265
Nissan,2022,350539,26015,4.645986062404424
Jaguar,2018,297706,94738,3.564911357716431
Fiat,2014,58548,72151,3.8075610079036304
Chevrolet,2019,248591,95117,3.4364237220386804
Mazda,2019,438720,67558,4.119607312413978
Subaru,2013,184371,40167,3.532670348780097
Fiat,2017,141754,40204,3.942351180297452
Ford,2016,31131,66392,4.1353357687293055
Volkswagen,2021,95692,56392,4.255190466875208
Ford,2013,346190,96181,4.385100473617595
BMW,2014,52822,39646,4.4609628369046295
Honda,2016,335649,86210,4.487841162939282
Kia,2021,168569,59311,4.141212591599472
Kia,2017,364753,67598,4.465047494575044
Audi,2018,370556,24147,3.7101473412088355
Honda,2014,253004,52212,4.948647499163117
Jaguar,2021,484793,37062,4.981954747641262
Chevrolet,2014,252567,28384,3.6308494086334084
BMW,2020,448865,30327,4.158661613340629
Toyota,2012,440185,92745,4.643682787717389
Kia,2016,57292,41326,4.813225988829201
Honda,2014,200011,70373,3.936890125773539
Ford,2010,462200,41287,4.853431730080814
Volvo,2014,460951,86359,4.4513671077944545
Porsche,2014,370799,35421,3.3950310799066026
Tesla,2022,336873,41834,3.874300048363102
BMW,2018,341004,58911,3.875578167274533
Jaguar,2018,272624,83506,4.028397385190545
Toyota,2012,126989,15944,4.725480087315682
Fiat,2017,232840,74998,4.223007886359294
Volvo,2012,23965,35387,4.721573609064025
Jaguar,2011,362071,40394,3.7446840012383262
Jaguar,2012,57232,84642,3.3056528425107183
Mercedes,2010,48920,99854,4.642620611707524
Nissan,2017,352466,88334,3.999541943385877
Subaru,2017,215507,29714,3.021064517436063
Kia,2014,219667,51257,3.0866795752185263
Honda,2018,483953,32577,3.458589976783995
Honda,2019,150514,73216,3.5528575699735665
Mazda,2020,424731,67718,3.237090082147759
Porsche,2010,247838,53785,3.741908382266267
Nissan,2013,243833,89722,3.5011829283975437
Toyota,2012,412339,39666,4.200499981731291
Lexus,2017,269298,34352,4.321425862096407
Volkswagen,2019,143731,15633,3.3056713887653015
Kia,2010,289510,50278,3.0636385820498213
Toyota,2010,106686,71173,4.8260538187937865
BMW,2018,49163,97097,4.738562236730349
Audi,2010,242504,38419,4.799238384367168
Volkswagen,2015,231837,37645,4.059652088827587
Toyota,2013,428281,40920,3.68333756314098
BMW,2017,108911,95608,4.27583480582293
Jaguar,2018,309356,84656,4.811498347882717
Kia,2010,361117,40534,3.6885230820532056
Mazda,2017,199206,27459,3.4669523474708934
Mazda,2019,389930,72991,4.900427214789054
BMW,2014,260964,41636,4.18387963677116
Fiat,2013,166263,41901,3.8852524398826453
Hyundai,2017,300169,25895,3.7343183057736367
Tesla,2022,276826,89831,3.5646224043174533
Volvo,2015,201463,97563,4.756337542439482
Porsche,2014,157274,35083,3.972188134533497
BMW,2020,151891,51761,4.926260424933576
Mercedes,2015,36920,77467,4.987090295448485
Chevrolet,2019,174459,31041,4.866159807180838
Volkswagen,2015,490509,34219,3.2720149207924862
Volkswagen,2021,146054,94068,4.20659197735676
Tesla,2019,212345,60670,3.313152765718171
Lexus,2014,399560,79074,3.950624353515616
Fiat,2011,411822,54338,4.170568091366179
Ford,2016,253964,81397,3.992476358433879
Land Rover,2020,388989,53998,4.273844788112858
Honda,2019,381333,96764,3.7142189073992413
Volvo,2019,147062,93183,3.5898522928441823
BMW,2022,225134,42620,4.6024170839138625
Porsche,2013,447521,60742,3.8368009580245257
Hyundai,2013,100536,18078,3.996691934382727
Subaru,2016,228465,92746,3.538611734291991
Mazda,2012,258967,51748,4.193437704762978
Honda,2011,49630,33998,3.7181705411840453
Volvo,2014,16033,95781,4.715527405844917
Tesla,2022,207432,49495,3.023059527019445
Honda,2010,213353,22605,3.73152195505088
Fiat,2022,47329,18305,4.070905765228103
Ford,2022,412949,23612,4.4075614735860835
Hyundai,2011,288479,37715,3.831236372737308
Mazda,2020,389716,66790,3.53280057118024
Porsche,2011,32388,61461,3.535819047141381
Ford,2016,194589,54857,3.293558642077463
Volvo,2022,92578,63149,4.871832861777413
Chevrolet,2013,73269,87754,3.383228841095746
Ford,2013,460576,65764,3.6127344482023727
Fiat,2017,241380,83269,4.777155471673354
Nissan,2019,49119,66664,3.8675691425319454
Honda,2020,120967,48756,4.382728216504859
Mazda,2021,409844,85657,4.21348330311269
Land Rover,2015,263093,47398,4.411331853615831
Hyundai,2021,452285,25601,4.6611346828328895
Tesla,2013,445226,86244,4.976383119007422
Chevrolet,2019,113830,66893,3.3197940613835133
Porsche,2013,190986,56577,4.004979990360783
Jaguar,2017,287651,80025,3.2427448031827435
Tesla,2010,97521,45298,3.662719303449318
Volkswagen,2015,27461,59219,4.792333378969864
Porsche,2012,404842,92346,4.048247835327993
BMW,2015,128363,74970,4.1162363561961435
Ford,2015,47812,60977,3.864094307896761
Kia,2014,151172,80242,4.875745967433877
Kia,2010,210731,92766,3.406979474827473
Volkswagen,2013,44951,30427,4.120361392333697
Volkswagen,2014,225147,52933,3.565826979498498
Ford,2022,371554,95521,3.1424090105129876
Toyota,2010,375712,93101,3.320203111403547
Volkswagen,2010,110243,97575,4.566779705804746
Toyota,2022,28863,37305,4.77128549930279
Mercedes,2018,439590,20203,3.9625528990362584
Chevrolet,2014,116319,31699,4.348159579445415
Chevrolet,2020,254096,65882,4.07815700095404
Porsche,2022,410012,73534,3.272764327086484
Volvo,2019,103006,65261,4.771216198459008
Chevrolet,2019,92542,33721,4.60483259783903
Mazda,2022,407717,88376,3.3005282776907654
Jaguar,2017,17190,90972,4.824486941948401
Volkswagen,2013,362600,51440,3.443547715311066
Lexus,2010,486623,36275,4.893903617015173
Honda,2013,175267,79168,4.668183592612601
Volkswagen,2013,241488,59268,3.367710552806606
Ford,2013,267060,84228,4.114411821364098
Ford,2020,492720,54866,3.4779278012174335
BMW,2016,249982,34990,3.322085633061819
Toyota,2018,19867,80788,3.02616869746842
Tesla,2012,462653,58532,3.2206457520489433
Honda,2019,172858,79383,3.1515806448860055
Volvo,2012,54237,65450,3.9554999223074567
Tesla,2012,353187,78871,4.248159923980702
Jaguar,2010,463413,26899,4.860305545287644
Toyota,2022,42983,29251,4.337496803991586
Fiat,2022,247031,69731,3.4431230348090858
Jaguar,2016,159283,39156,3.415522436451821
Audi,2010,100864,39825,3.464164207693809
Mercedes,2010,49238,61883,3.5124415923556778
Subaru,2013,487879,19576,4.432986737937177
Volkswagen,2010,334068,63406,4.964391390083161
Toyota,2018,230747,74418,3.4943709519409074
Honda,2011,358392,16487,4.024936827176956
Fiat,2015,382092,55105,3.7285372297956445
BMW,2011,423982,78794,4.178141857106115
Hyundai,2014,266580,27167,4.434235641225277
Audi,2022,270927,64456,3.54195642791741
Ford,2011,371298,37111,3.8802912158108267
Tesla,2016,320963,88076,3.1953215925847696
Fiat,2015,420104,88301,4.419996921140362
Volvo,2021,193741,78996,4.7933552983707814
Mercedes,2012,80793,53291,4.7477463053029325
Fiat,2020,63726,71017,4.188338712704846
Volvo,2013,416487,68931,3.386102552781491
Volvo,2011,299823,91794,3.7617195565852732
Audi,2014,170747,33665,3.5034469565198263
Lexus,2020,451198,32507,4.012484409816811
Tesla,2014,190898,33689,4.40109311779641
Porsche,2012,236406,43370,4.819074625983411
Honda,2022,79049,50987,3.4267769653778792
Ford,2015,277616,54476,3.3516653401698497
BMW,2014,45297,89663,3.3622700192167843
Nissan,2012,407878,55496,3.5656140317299037
Lexus,2016,411691,52239,4.9606429850061735
BMW,2013,284804,73200,3.29219516890634
Audi,2014,496008,60154,4.49011342264951
Volvo,2021,212633,56584,4.2792849371466986
Toyota,2010,57540,60305,3.7191946022129185
Honda,2021,482147,58930,3.103017092924767
Volvo,2016,115799,65479,3.35730326350833
Audi,2013,237688,63242,3.978042690700791
Toyota,2011,430807,43391,4.564457720385551
Hyundai,2017,242321,67550,4.6465874644267435
Volvo,2020,93041,23977,3.6473936060166343
Honda,2013,281917,64510,4.546868432201115
Mercedes,2013,212257,99650,3.6344784976680438
Subaru,2011,186094,75765,4.178089675963407
Volvo,2020,366128,99865,4.16768463469435
Porsche,2010,279730,97833,3.4808931693672296
Fiat,2013,25020,89771,3.91996757919808
BMW,2015,257137,86244,4.66044245303671
Audi,2016,302048,99073,3.4896100269696264
Porsche,2011,479461,97644,3.456770073453724
Jaguar,2014,62050,49232,4.389385834108277
Ford,2010,121290,61798,4.155357186613534
Land Rover,2019,393595,44995,3.4045312007597914
Mazda,2016,476889,30765,3.7499209334389754
Mazda,2016,161705,68120,3.2540471453942743
Hyundai,2013,294332,93416,4.052504813529156
Toyota,2021,366802,35062,4.734900382989096
Jaguar,2015,267275,37717,4.234892264430725
BMW,2020,18647,29190,4.655566703819134
Lexus,2015,295335,52787,4.874314971359763
Kia,2017,380430,76885,3.1629187283293456
Chevrolet,2016,226656,72924,3.317721928286903
Hyundai,2016,54587,75197,3.0619773165013595
BMW,2016,348780,93779,4.117384928506597
Ford,2014,325390,62186,3.5748857595895034
Mercedes,2020,41244,40577,3.451150834654042
Mazda,2013,32312,98934,3.58244773949352
Mercedes,2010,378910,32455,3.7630580354763694
Hyundai,2014,468453,26770,3.030696749525243
Subaru,2019,385355,49477,4.367926589646181
Volkswagen,2015,61442,23528,3.3852271129458726
Nissan,2017,17212,49867,3.6305232720718563
Land Rover,2012,70624,17993,3.0952202751141167
Mazda,2012,180817,71658,3.4076959619462417
Mazda,2017,301050,17689,3.9661410298933837
Kia,2015,132699,29232,3.617228983145089
Jaguar,2021,471500,58485,3.611449968146183
Toyota,2013,266300,84359,3.4163716516272418
BMW,2013,178770,20729,4.147094044021485
Chevrolet,2020,126529,33020,4.318213041991752
Subaru,2012,465392,82326,4.160737550689573
Land Rover,2016,190379,38298,3.2431835787982397
BMW,2017,52411,69315,4.09076902610072
Chevrolet,2021,414867,24285,3.523349252206301
Volkswagen,2020,188906,65613,4.1706821305507855
Ford,2022,208823,21275,3.665372916479252
Land Rover,2016,416026,64402,4.377068297392322
Volkswagen,2017,491327,91868,4.394728590799933
Volkswagen,2021,421068,65654,3.491207710248305
Kia,2014,185469,85580,4.632453930561719
Mercedes,2010,337780,74449,3.1023020774935772
Ford,2018,451832,26509,4.74788561554908
Fiat,2020,470240,49221,4.684410936721848
Jaguar,2010,83353,96248,4.301887308337978
Subaru,2013,474837,59164,4.021231676709246
Porsche,2015,247987,83885,4.61543977864212
Lexus,2016,244563,28885,4.737354942420576
Volvo,2017,477407,15389,4.162188882377507
Nissan,2020,412984,43345,4.889216393323263
Lexus,2012,460568,89931,3.5816696530934826
Land Rover,2010,379245,49237,4.350623183571491
Volkswagen,2012,161439,26918,4.451099880415149
Kia,2013,160815,89412,3.366244397465544
Ford,2014,49709,91399,3.721908707477504
Jaguar,2012,163523,27417,3.15028389913572
Porsche,2022,180653,32866,3.494960651882212
Ford,2017,183909,27652,4.480841371083841
Fiat,2010,175764,45667,4.98379642905813
Land Rover,2017,250476,95789,4.389685530672843
Honda,2016,354335,30117,4.274941870047827
Porsche,2015,414075,91274,3.672460271641197
BMW,2021,266080,22184,3.84028230442635
Toyota,2015,374157,80665,4.152442768103547
Toyota,2021,46492,67685,4.89495323307117
Land Rover,2016,136290,47605,4.3084207323778845
Lexus,2018,485076,74296,3.194328634087324
Hyundai,2012,282395,37343,4.840739193878356
Volkswagen,2013,449417,90937,3.4166419951472093
Mazda,2021,221746,28983,4.760264475437819
Porsche,2015,299672,44223,3.285667751350855
Hyundai,2017,149103,40753,3.1366405444644387
Mercedes,2013,442523,60221,3.3552184086107513
Porsche,2022,322855,64101,3.135688973102461
BMW,2011,309883,98169,3.3701136571971215
Ford,2017,228635,58478,4.23470696326163
Land Rover,2017,369609,53229,4.372288448073965
Chevrolet,2022,87411,37980,4.0214626630883075
Fiat,2021,322595,36798,3.3894925725523857
Ford,2018,19589,95633,3.7053723957262115
Lexus,2021,255567,71615,3.627760825580718
Subaru,2011,86162,84901,3.8521852335547306
BMW,2015,477897,57546,4.397988170958057
Chevrolet,2016,204684,54123,3.550045662293019
Nissan,2016,147075,26024,4.53430974526102
Subaru,2020,486457,68621,4.620352711628807
Hyundai,2015,454753,95748,3.7983534043953995
Chevrolet,2013,174458,36274,4.197941229381064
Nissan,2021,138603,44780,3.0367061445970087
Fiat,2014,493835,79082,4.861149779151566
Volvo,2022,176700,45900,4.458867780228283
Audi,2014,454136,95925,4.5684940080818635
Jaguar,2018,32975,52310,3.399996960237554
Kia,2010,113197,40809,3.503833426667523
Mercedes,2015,67812,74760,3.393491601906905
BMW,2013,44388,75375,3.6365035611236887
Hyundai,2015,352613,61654,4.332932190979985
Honda,2022,388108,30300,3.50947405746823
Audi,2011,226421,77217,4.2121615550043146
Mercedes,2012,278426,20375,3.17048627415813
Toyota,2019,128781,16340,4.155514033140806
Hyundai,2011,451627,47088,3.7085479279084694
Toyota,2013,334438,61661,3.49930208226558
Volkswagen,2019,261973,83105,4.118815995744949
Mercedes,2021,283722,73248,3.7751950909357097
Subaru,2021,34381,78320,3.8791066921524546
Mazda,2020,375677,26841,3.929541986931679
Lexus,2014,384331,33921,3.011679831467996
Fiat,2018,88755,44012,4.749796668215596
Toyota,2016,211894,50422,4.186655405529541
Ford,2014,409796,97551,4.622214826027375
BMW,2010,241450,95692,3.1543294435325135
Volkswagen,2010,396009,47573,3.685070138296598
Honda,2015,338358,86899,3.304031515388318
Mazda,2020,62452,59505,3.601756635721764
Jaguar,2012,237597,20647,3.0239933581253515
Tesla,2013,459051,46195,4.546987787745921
Fiat,2018,165064,48288,4.134341004556271
Mazda,2022,388708,63385,3.9876874282928116
Nissan,2022,368212,26036,4.820038853417211
Mercedes,2013,56692,55230,4.800319414226571
Honda,2010,322531,97038,4.240080073445768
Volvo,2015,85877,62558,3.2187609837242266
Mercedes,2015,409152,43678,3.602148464295704
Subaru,2020,116940,34923,4.166603058109738
Subaru,2014,385911,90186,4.204167441852752
Toyota,2021,189914,34500,3.3459041291760565
Mazda,2010,301232,37828,4.132311563611293
Hyundai,2020,215020,64485,4.258115963315423
Mercedes,2010,52440,80578,4.3465186144935535
Volkswagen,2020,403431,26427,4.764413945543871
Land Rover,2014,161567,46233,3.616267338901121
Jaguar,2019,170728,19946,3.576613184752018
Hyundai,2013,392282,64612,4.136228362010375
Mercedes,2011,456183,22292,4.8972142612902
Honda,2015,25791,57080,3.7680963956766726
Chevrolet,2018,394817,95986,3.3313477959152484
BMW,2019,348663,25230,3.600630846927854
Porsche,2020,464995,59477,4.3177638742198
Toyota,2016,450745,73411,3.017271963877662
Mazda,2010,155785,81663,3.5836441275359476
Mercedes,2017,445601,20509,4.148531605453718
Mazda,2017,204500,34641,4.768418405023791
BMW,2017,65984,97047,4.593737532449808
Tesla,2022,425200,79321,4.0178042835811265
Volvo,2016,370416,24192,4.731969535167221
Nissan,2010,126081,82407,3.9596638993282793
Jaguar,2013,212143,62004,4.342420126140626
Kia,2019,479474,83851,4.091150179716502
Land Rover,2022,299812,25937,4.845711096195388
Lexus,2014,38341,75493,3.4720171886567632
Tesla,2010,221751,38057,4.20981230928867
BMW,2014,91280,39970,4.809326339463858
Tesla,2021,224966,58418,3.6919881833753934
Tesla,2017,102312,45571,4.9897882437913035
Tesla,2020,335399,62127,3.8213071948333313
Hyundai,2010,420978,77030,4.651622265818216
Audi,2020,99381,19892,4.442071645100565
